Data As Of,Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
05/31/2023,Colorado,2021,22,2021-06-05,827,721,,163,29,32,,33,,,,144,34,69,58,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2021,23,2021-06-12,883,739,11,164,18,33,,45,,10,,155,35,48,40,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2021,24,2021-06-19,842,711,10,140,19,38,,38,17,13,,151,32,42,37,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2021,25,2021-06-26,800,673,10,126,27,21,,42,14,10,,151,31,43,31,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2021,26,2021-07-03,849,730,,165,17,29,,34,14,11,,146,42,44,36,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2021,27,2021-07-10,837,718,13,147,30,36,,36,13,10,,137,31,55,45,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2021,28,2021-07-17,841,722,,161,29,27,,45,11,11,,135,35,38,34,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2021,29,2021-07-24,863,749,10,163,19,28,,43,12,14,,162,49,45,41,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2021,30,2021-07-31,835,717,,146,14,29,,43,14,11,,162,33,44,37,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2021,31,2021-08-07,843,718,,152,25,29,,49,,15,,145,38,42,33,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2021,32,2021-08-14,904,773,10,172,20,23,,30,,,,156,47,64,57,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2021,33,2021-08-21,914,781,,167,15,31,,38,15,10,,154,34,88,75,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2021,34,2021-08-28,926,791,14,177,24,33,,35,12,11,,149,38,96,80,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2021,35,2021-09-04,911,793,11,147,24,33,,49,11,,,153,31,106,99,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2021,36,2021-09-11,922,793,15,166,24,30,,45,12,,,148,38,101,90,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2021,37,2021-09-18,979,831,14,172,24,33,,43,13,11,,162,38,122,108,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2021,38,2021-09-25,967,852,,143,23,36,,39,12,11,,152,54,130,117,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2021,39,2021-10-02,"1,033",907,12,167,26,35,,41,10,,,164,23,157,150,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2021,40,2021-10-09,991,860,,141,15,32,,49,21,10,,164,36,171,150,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2021,41,2021-10-16,"1,035",899,11,149,19,29,,51,13,21,,164,45,157,145,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2021,42,2021-10-23,"1,043",939,15,171,27,33,,49,19,10,,172,42,196,174,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2021,43,2021-10-30,"1,069",945,13,180,20,26,11,46,,10,,170,44,218,196,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2021,44,2021-11-06,"1,164","1,024",11,155,36,45,,49,21,,,180,51,254,235,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2021,45,2021-11-13,"1,120","1,012",10,158,32,40,,56,15,,,145,47,285,263,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2021,46,2021-11-20,"1,165","1,047",,152,25,45,,41,13,,10,171,44,291,269,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
05/31/2023,Colorado,2021,47,2021-11-27,"1,182","1,044",14,163,21,43,,51,16,19,,177,43,278,262,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2021,48,2021-12-04,"1,169","1,057",,152,24,36,11,56,13,11,,186,38,293,271,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2021,49,2021-12-11,"1,128",995,,139,25,27,,50,16,14,,167,34,285,264,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2021,50,2021-12-18,"1,137","1,023",12,163,27,32,,67,12,10,,174,35,252,232,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2021,51,2021-12-25,"1,098",978,,155,22,46,,49,19,12,,189,40,213,196,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2021,52,2022-01-01,"1,141","1,028",15,167,29,45,,56,17,,,189,42,197,174,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2022,1,2022-01-08,"1,183","1,072",13,180,31,37,20,60,24,19,,204,55,197,157,,,,,,,,,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2022,2,2022-01-15,"1,187","1,066",10,179,32,47,11,56,,17,,197,42,243,202,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2022,3,2022-01-22,"1,196","1,076",,164,29,56,16,60,12,13,,198,44,279,231,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2022,4,2022-01-29,"1,150","1,033",12,151,42,41,14,55,10,10,,189,42,270,214,,,,,,,,,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2022,5,2022-02-05,"1,115",975,10,143,33,41,,55,16,15,,184,43,244,186,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2022,6,2022-02-12,"1,025",918,14,166,26,29,10,50,16,13,,155,54,189,149,,,,,,,,,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2022,7,2022-02-19,963,845,,161,14,27,,57,11,12,,156,46,141,105,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2022,8,2022-02-26,913,814,,152,21,33,,48,14,,,167,54,108,79,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2022,9,2022-03-05,943,827,,148,21,37,,37,16,15,,190,49,82,55,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2022,10,2022-03-12,924,795,,154,26,41,,49,14,15,,167,45,63,39,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2022,11,2022-03-19,848,748,16,152,17,29,,40,19,12,,160,49,50,28,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2022,12,2022-03-26,831,724,12,143,25,35,,47,13,,,153,43,43,22,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2022,13,2022-04-02,879,769,10,157,22,37,,35,11,13,,189,32,26,14,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2022,14,2022-04-09,819,715,13,177,25,31,12,46,12,,,137,40,23,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9)
05/31/2023,Colorado,2022,15,2022-04-16,883,767,,154,27,52,,44,17,11,,178,48,18,12,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2022,16,2022-04-23,861,751,12,148,28,26,,50,,14,,184,42,19,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9)
05/31/2023,Colorado,2022,17,2022-04-30,831,724,10,162,17,34,,51,17,,,141,41,21,10,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2022,18,2022-05-07,848,730,,171,14,50,12,52,12,,12,144,35,16,,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9)
05/31/2023,Colorado,2022,19,2022-05-14,869,749,11,156,20,27,13,49,21,,,156,48,20,14,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2022,20,2022-05-21,914,812,,175,28,39,16,62,14,10,,178,37,31,19,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2022,21,2022-05-28,857,737,11,153,16,40,11,46,13,12,,163,44,27,14,,,,,,,,,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2022,22,2022-06-04,856,740,,158,22,44,,46,15,,,181,28,46,22,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2022,23,2022-06-11,866,732,11,154,24,33,13,39,10,,,142,34,39,23,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2022,24,2022-06-18,853,734,11,143,22,26,,40,14,,,170,38,47,30,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2022,25,2022-06-25,911,784,,211,20,34,,44,10,13,,158,35,41,24,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2022,26,2022-07-02,838,719,,144,23,47,,34,,,,147,45,42,25,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2022,27,2022-07-09,875,748,,180,18,26,,42,13,14,,162,46,32,18,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2022,28,2022-07-16,819,702,,152,23,25,,37,11,10,,158,45,39,20,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2022,29,2022-07-23,879,753,12,172,21,32,,46,15,,,148,42,51,29,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2022,30,2022-07-30,825,704,,159,20,24,,39,,11,,159,34,48,28,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2022,31,2022-08-06,859,746,10,181,22,35,,33,12,11,,160,24,33,19,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2022,32,2022-08-13,764,635,,127,19,30,,34,10,,,144,35,33,17,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2022,33,2022-08-20,801,681,,137,29,25,,43,,12,,130,52,33,16,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2022,34,2022-08-27,815,690,19,164,18,32,,37,15,,12,158,31,20,13,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
05/31/2023,Colorado,2022,35,2022-09-03,835,722,,165,22,38,,47,13,,,138,32,36,24,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2022,36,2022-09-10,857,734,16,153,25,25,,38,12,11,,158,48,32,19,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2022,37,2022-09-17,864,746,17,175,21,35,,51,12,13,,155,34,30,12,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2022,38,2022-09-24,868,750,,185,14,28,11,40,,,10,147,40,41,19,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
05/31/2023,Colorado,2022,39,2022-10-01,880,748,13,159,22,36,,46,12,13,,142,46,32,17,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2022,40,2022-10-08,781,674,,158,19,31,,43,10,,,143,40,26,14,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2022,41,2022-10-15,859,728,12,155,32,39,,45,12,14,,143,28,28,16,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2022,42,2022-10-22,910,787,11,161,28,43,13,49,17,13,,163,42,26,14,,,,,,,,,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2022,43,2022-10-29,863,740,,160,26,45,,51,12,12,,142,40,34,25,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2022,44,2022-11-05,918,771,10,143,21,34,,57,12,,,158,36,43,25,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2022,45,2022-11-12,938,816,,177,23,43,,32,10,14,,172,41,54,29,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2022,46,2022-11-19,954,830,,163,28,37,,49,13,10,,173,53,65,41,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2022,47,2022-11-26,982,851,11,161,23,37,13,46,14,12,,204,45,57,31,,,,,,,,,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2022,48,2022-12-03,959,844,12,145,33,47,16,64,20,10,,192,32,58,35,,,,,,,,,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2022,49,2022-12-10,"1,001",883,11,171,18,36,14,52,20,,,184,47,61,41,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2022,50,2022-12-17,970,840,,188,26,35,13,66,19,17,,165,41,47,29,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2022,51,2022-12-24,"1,046",890,13,175,23,36,19,63,15,11,,178,50,52,27,,,,,,,,,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2022,52,2022-12-31,"1,000",865,,172,24,39,29,66,10,16,,162,42,50,27,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2023,1,2023-01-07,973,845,12,152,27,37,22,66,13,13,,176,41,55,27,,,,,,,,,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2023,2,2023-01-14,946,837,,150,25,32,14,59,17,22,,164,48,48,22,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2023,3,2023-01-21,935,840,13,159,27,46,13,64,15,17,,166,56,40,22,,,,,,,,,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2023,4,2023-01-28,871,768,10,137,21,38,,67,14,12,,170,33,25,13,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2023,5,2023-02-04,880,786,12,165,23,32,11,49,11,10,,166,46,25,10,,,,,,,,,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2023,6,2023-02-11,841,721,,164,18,31,,42,,11,,160,49,23,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9)
05/31/2023,Colorado,2023,7,2023-02-18,927,818,11,166,25,47,,36,15,11,,174,46,20,,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9)
05/31/2023,Colorado,2023,8,2023-02-25,910,814,13,161,27,38,,67,17,13,,155,45,23,11,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Colorado,2023,9,2023-03-04,919,806,10,168,26,36,,43,14,14,18,155,44,27,17,,,,,,,Suppressed (counts 1-9),,,,,,,,
05/31/2023,Colorado,2023,10,2023-03-11,857,765,10,144,20,37,,71,17,12,18,160,30,25,12,,,,,,,Suppressed (counts 1-9),,,,,,,,
05/31/2023,Colorado,2023,11,2023-03-18,889,811,22,179,20,31,,53,18,13,40,150,36,25,11,,,,,,,Suppressed (counts 1-9),,,,,,,,
05/31/2023,Colorado,2023,12,2023-03-25,882,773,11,161,21,35,,50,21,11,26,147,50,23,18,,,,,,,Suppressed (counts 1-9),,,,,,,,
05/31/2023,Colorado,2023,13,2023-04-01,863,788,10,151,30,40,,55,16,,38,166,37,31,18,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
05/31/2023,Colorado,2023,14,2023-04-08,950,874,10,171,31,45,,44,14,10,56,158,45,27,13,,,,,,,Suppressed (counts 1-9),,,,,,,,
05/31/2023,Colorado,2023,15,2023-04-15,895,811,,179,18,40,,48,14,12,58,152,53,22,12,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
05/31/2023,Colorado,2023,16,2023-04-22,836,784,,147,21,40,,43,14,13,56,170,38,19,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9)
05/31/2023,Colorado,2023,17,2023-04-29,863,813,14,175,25,30,,43,13,10,72,136,46,15,,,,,,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9)
05/31/2023,Colorado,2023,18,2023-05-06,832,796,14,164,19,27,,46,,,86,167,45,18,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9)
05/31/2023,Colorado,2023,19,2023-05-13,738,731,13,157,12,31,,32,10,11,108,124,45,11,,,,,,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9)
05/31/2023,Colorado,2023,20,2023-05-20,478,478,,107,,24,,28,,,57,86,32,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
05/31/2023,Connecticut,2020,1,2020-01-04,633,574,11,123,12,15,,18,11,13,,160,29,0,0,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Connecticut,2020,2,2020-01-11,631,576,15,133,14,19,19,35,,,,135,28,0,0,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Connecticut,2020,3,2020-01-18,639,592,,143,10,23,13,28,17,11,13,151,22,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
05/31/2023,Connecticut,2020,4,2020-01-25,653,598,14,137,16,27,14,27,13,,,155,26,0,0,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Connecticut,2020,5,2020-02-01,686,612,11,135,15,13,22,33,13,17,,164,28,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
05/31/2023,Connecticut,2020,6,2020-02-08,652,598,20,130,13,18,21,28,16,,,148,20,0,0,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Connecticut,2020,7,2020-02-15,635,587,15,120,15,23,18,32,10,11,10,151,32,0,0,,,,,,,,,,,,,,,
05/31/2023,Connecticut,2020,8,2020-02-22,653,598,14,140,18,12,21,19,16,10,,163,25,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
05/31/2023,Connecticut,2020,9,2020-02-29,638,579,13,113,18,20,27,33,,11,,155,28,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Connecticut,2020,10,2020-03-07,625,565,,108,20,13,,37,15,15,,140,25,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Connecticut,2020,11,2020-03-14,632,581,13,128,16,17,15,27,15,11,13,131,37,0,0,,,,,,,,,,,,,,,
05/31/2023,Connecticut,2020,12,2020-03-21,665,609,10,150,19,14,14,25,12,10,,144,33,11,10,,,,,,,,,,,Suppressed (counts 1-9),,,,
05/31/2023,Connecticut,2020,13,2020-03-28,751,693,14,125,13,22,14,37,14,,11,163,37,49,46,,,,,,,,,,Suppressed (counts 1-9),,,,,
05/31/2023,Connecticut,2020,14,2020-04-04,891,824,14,121,14,26,20,25,15,11,13,158,30,215,208,,,,,,,,,,,,,,,
05/31/2023,Connecticut,2020,15,2020-04-11,"1,260","1,195",14,139,27,34,16,35,12,12,,175,24,526,503,,,,,,,,,,,Suppressed (counts 1-9),,,,
05/31/2023,Connecticut,2020,16,2020-04-18,"1,389","1,328",15,131,18,24,11,19,16,17,14,173,26,686,659,,,,,,,,,,,,,,,
05/31/2023,Connecticut,2020,17,2020-04-25,"1,338","1,286",10,120,21,26,10,24,20,10,15,133,31,686,659,,,,,,,,,,,,,,,
05/31/2023,Connecticut,2020,18,2020-05-02,"1,165","1,114",,129,22,30,11,22,12,20,,131,26,577,549,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
05/31/2023,Connecticut,2020,19,2020-05-09,"1,052",992,12,123,17,28,,19,22,,,122,27,468,443,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Connecticut,2020,20,2020-05-16,954,891,,119,16,19,,23,14,13,,137,24,384,364,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Connecticut,2020,21,2020-05-23,823,768,,107,14,23,,27,17,10,,122,27,284,258,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Connecticut,2020,22,2020-05-30,759,709,,117,12,22,,15,12,10,,135,28,212,192,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Connecticut,2020,23,2020-06-06,669,611,14,109,14,22,10,25,17,,,119,30,120,104,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Connecticut,2020,24,2020-06-13,636,563,,137,19,23,,15,,,,108,27,87,69,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Connecticut,2020,25,2020-06-20,581,526,,133,18,20,,16,11,,,106,26,44,35,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Connecticut,2020,26,2020-06-27,598,547,12,128,17,14,,21,,,,134,26,44,33,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Connecticut,2020,27,2020-07-04,553,500,,118,12,18,,21,,12,,129,21,24,18,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Connecticut,2020,28,2020-07-11,611,545,,139,13,17,,25,,,,136,18,25,17,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Connecticut,2020,29,2020-07-18,569,496,10,115,15,13,,22,16,,,124,33,15,12,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Connecticut,2020,30,2020-07-25,586,525,,111,16,27,,22,,,,138,30,15,12,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Connecticut,2020,31,2020-08-01,555,479,,129,15,19,,13,,11,,124,23,10,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9)
05/31/2023,Connecticut,2020,32,2020-08-08,593,524,,132,20,27,,19,10,,,128,31,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
05/31/2023,Connecticut,2020,33,2020-08-15,574,532,,132,15,18,,24,,,,126,28,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
05/31/2023,Connecticut,2020,34,2020-08-22,571,512,,116,19,25,,26,,12,,113,26,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
